species,order,family,reference,host plant,temperature,devdays,se,sd_devdays,stage,int_rate,int_rate_se,fecundity,fecundity_se,reprod_rate,generation_days,survival,mortality,finite_rate,sample_size,exp_approach,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,20,4.3,0.1,,nymph IV,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,22.5,2.9,0.1,,nymph IV,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,25,2.1,0.1,,nymph IV,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,27.5,2,0.01,,nymph IV,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,30,2.2,0.1,,nymph IV,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,32.5,5,0.4,,nymph IV,,,,,,,,43.3,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,15,,,,nymph V,,,,,,,,100,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,17.5,12,0.3,,nymph V,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,20,7.4,0.1,,nymph V,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,22.5,5.8,0.1,,nymph V,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,25,4.5,0.1,,nymph V,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,27.5,3.9,0.1,,nymph V,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,30,3.6,0.1,,nymph V,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,32.5,5.6,0.8,,nymph V,,,,,,,,83.3,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,15,15,0.1,,eggs,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,17.5,10.3,0.1,,eggs,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,20,7.5,0.01,,eggs,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,22.5,5.5,0.01,,eggs,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,25,4.5,0.01,,eggs,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,27.5,3.5,0.01,,eggs,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,30,2.7,0.1,,eggs,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,32.5,2.5,0.01,,eggs,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,15,,,,nymphs_all,,,,,,,,100,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,17.5,36.3,0.9,,nymphs_all,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,20,21.9,0.3,,nymphs_all,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,22.5,16.8,0.2,,nymphs_all,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,25,13,0.1,,nymphs_all,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,27.5,11.9,0.1,,nymphs_all,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,30,10.7,0.1,,nymphs_all,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,32.5,16.8,1.2,,nymphs_all,,,,,,,,83.3,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,15,,,,total,,,,,,,,100,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,17.5,46.6,0.9,,total,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,20,29.5,0.3,,total,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,22.5,22.3,0.2,,total,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,25,17.5,0.1,,total,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,27.5,15.4,0.1,,total,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,30,13.4,0.1,,total,,,,,,,,0,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,nakata2006,orange jasmin,32.5,19.3,1.2,,total,,,,,,,,83.3,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,15,9.74,0.23,,eggs,,,,,,,84.5,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,20,7.03,0.011,,eggs,,,,,,,89.4,,,33,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,25,4.15,0.07,,eggs,,,,,,,95.5,,,34,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,28,1.46,0.09,,eggs,,,,,,,96.2,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,30,3.29,0.06,,eggs,,,,,,,93.2,,,31,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,15,6.54,0.09,,nymph I,,,,,,,83.9,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,20,3.67,0.09,,nymph I,,,,,,,85.4,,,33,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,25,2,0.06,,nymph I,,,,,,,87.2,,,34,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,28,1.57,0.08,,nymph I,,,,,,,93.4,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,30,1.74,0.1,,nymph I,,,,,,,91.1,,,31,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,15,5.54,0.09,,nymph II,,,,,,,92.2,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,20,2.67,0.09,,nymph II,,,,,,,93.9,,,33,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,25,1.59,0.09,,nymph II,,,,,,,96.8,,,34,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,28,1.43,0.08,,nymph II,,,,,,,96.2,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,30,1.54,0.1,,nymph II,,,,,,,96,,,31,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,15,6.46,0.09,,nymph III,,,,,,,98.6,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,20,3.36,0.15,,nymph III,,,,,,,99.4,,,33,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,25,1.68,0.08,,nymph III,,,,,,,97,,,34,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,28,1.91,0.09,,nymph III,,,,,,,99.4,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,30,1.77,0.11,,nymph III,,,,,,,97.7,,,31,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,15,7.26,0.09,,nymph IV,,,,,,,99.5,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,20,5.09,0.15,,nymph IV,,,,,,,99.4,,,33,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,25,2.36,0.08,,nymph IV,,,,,,,99.4,,,34,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,28,2.29,0.08,,nymph IV,,,,,,,99.1,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,30,2.52,0.1,,nymph IV,,,,,,,96.1,,,31,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,15,13.8,0.11,,nymph V,,,,,,,96.5,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,20,6.97,0.17,,nymph V,,,,,,,98.7,,,33,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,25,5.21,0.1,,nymph V,,,,,,,97,,,34,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,28,3.4,0.09,,nymph V,,,,,,,98.7,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,30,5.42,0.16,,nymph V,,,,,,,96.5,,,31,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,15,39.6,0.26,,nymphs_all,,,,,,,,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,20,21.76,0.44,,nymphs_all,,,,,,,,,,33,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,25,12.82,0.17,,nymphs_all,,,,,,,,,,34,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,28,10.6,0.18,,nymphs_all,,,,,,,,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,30,13,0.29,,nymphs_all,,,,,,,,,,31,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,15,49.34,0.39,,total,0.036,0.003,,,63.8,116.8,61.9,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,20,28.79,0.46,,total,0.092,0.002,,,169.7,55.8,69.8,,,33,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,25,16.97,0.16,,total,0.162,0.002,,,245.6,33.9,75.4,,,34,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,28,14.06,0.21,,total,0.199,0.002,,,292.2,28.6,83.9,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,liu2000,orange jasmin,30,16.29,0.29,,total,0.13,0.003,,,123.8,37.2,73.7,,,31,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,16,10,0.19,,eggs,,,,,,,87,,,11,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,20,5.5,0.39,,eggs,,,,,,,91.9,,,38,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,24,4.2,0.13,,eggs,,,,,,,96.1,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,28,3.9,0.03,,eggs,,,,,,,94.7,,,63,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,32,3.4,0.08,,eggs,,,,,,,86.7,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,16,11,0.32,,eggs,,,,,,,93.3,,,15,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,20,5.9,0.05,,eggs,,,,,,,70.3,,,53,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,24,4.8,0.07,,eggs,,,,,,,92.9,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,28,3.1,0.06,,eggs,,,,,,,89.8,,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,32,2.9,0.23,,eggs,,,,,,,75,,,12,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,16,12,0.26,,eggs,,,,,,,90.9,,,6,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,20,6.7,0.12,,eggs,,,,,,,88.7,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,24,4.4,0.09,,eggs,,,,,,,95.2,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,28,3.2,0.06,,eggs,,,,,,,98.7,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,32,2.8,0.06,,eggs,,,,,,,95.4,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,16,7.2,0.64,,nymph I,,,,,,,23.4,,,11,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,20,5.5,0.16,,nymph I,,,,,,,78.9,,,38,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,24,3.2,0.09,,nymph I,,,,,,,95.9,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,28,1.8,0.06,,nymph I,,,,,,,95.8,,,63,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,32,2.2,0.12,,nymph I,,,,,,,85.9,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,16,8.2,0.18,,nymph I,,,,,,,76.2,,,15,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,20,5.7,0.28,,nymph I,,,,,,,72.2,,,53,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,24,2.7,0.09,,nymph I,,,,,,,75,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,28,2.3,0.09,,nymph I,,,,,,,88.6,,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,32,1.7,0.14,,nymph I,,,,,,,91.7,,,12,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,16,8,0.33,,nymph I,,,,,,,40,,,6,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,20,4,0.13,,nymph I,,,,,,,71.4,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,24,2.9,0.13,,nymph I,,,,,,,79.7,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,28,2.1,0.1,,nymph I,,,,,,,86.3,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,32,2,0.09,,nymph I,,,,,,,77.1,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,16,5.9,0.28,,nymph II,,,,,,,72.7,,,11,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,20,3.6,0.08,,nymph II,,,,,,,95.6,,,38,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,24,2.6,0.1,,nymph II,,,,,,,95.7,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,28,1.4,0.07,,nymph II,,,,,,,98.6,,,63,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,32,1.5,0.09,,nymph II,,,,,,,94,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,16,5.9,0.15,,nymph II,,,,,,,87.5,,,15,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,20,3.6,0.13,,nymph II,,,,,,,90.8,,,53,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,24,0.9,0.07,,nymph II,,,,,,,87.2,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,28,1.4,0.09,,nymph II,,,,,,,97.4,,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,32,1.5,0.15,,nymph II,,,,,,,95.5,,,12,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,16,5,0.31,,nymph II,,,,,,,75,,,6,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,20,3.4,0.09,,nymph II,,,,,,,88.9,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,24,2,0.08,,nymph II,,,,,,,85.1,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,28,1.5,0.08,,nymph II,,,,,,,95.2,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,32,1.4,0.08,,nymph II,,,,,,,92.2,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,16,7.4,0.34,,nymph III,,,,,,,100,,,11,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,20,3.8,0.1,,nymph III,,,,,,,97.7,,,38,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,24,2.6,0.12,,nymph III,,,,,,,97.8,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,28,1.8,0.05,,nymph III,,,,,,,98.5,,,63,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,32,2,0.11,,nymph III,,,,,,,98.4,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,16,7.1,0.23,,nymph III,,,,,,,89.3,,,15,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,20,4,0.13,,nymph III,,,,,,,96.6,,,53,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,24,2.3,0.08,,nymph III,,,,,,,100,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,28,1.7,0.08,,nymph III,,,,,,,94.7,,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,32,2,0.33,,nymph III,,,,,,,90.5,,,12,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,16,5.7,0.21,,nymph III,,,,,,,100,,,6,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,20,3.9,0.14,,nymph III,,,,,,,95,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,24,2.2,0.07,,nymph III,,,,,,,95,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,28,1.8,0.08,,nymph III,,,,,,,96.7,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,32,2.1,0.1,,nymph III,,,,,,,91.5,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,16,10,0.36,,nymph IV,,,,,,,87.5,,,11,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,20,4.7,0.12,,nymph IV,,,,,,,97.6,,,38,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,24,3.3,0.11,,nymph IV,,,,,,,97.7,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,28,2.3,0.07,,nymph IV,,,,,,,97,,,63,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,32,3.2,0.14,,nymph IV,,,,,,,93.5,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,16,9.5,0.32,,nymph IV,,,,,,,84,,,15,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,20,4.9,0.12,,nymph IV,,,,,,,100,,,53,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,24,2.8,0.12,,nymph IV,,,,,,,88.2,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,28,2.1,0.07,,nymph IV,,,,,,,91.7,,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,32,8.4,1.61,,nymph IV,,,,,,,89.5,,,12,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,16,8,0.37,,nymph IV,,,,,,,77.8,,,6,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,20,4.8,0.14,,nymph IV,,,,,,,100,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,24,2.8,0.08,,nymph IV,,,,,,,92.1,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,28,2.1,0.06,,nymph IV,,,,,,,100,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,32,4,0.23,,nymph IV,,,,,,,96.3,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,16,16.2,0.67,,nymph V,,,,,,,71.4,,,11,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,20,8.5,0.22,,nymph V,,,,,,,95.1,,,38,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,24,5.8,0.13,,nymph V,,,,,,,90.7,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,28,4.2,0.09,,nymph V,,,,,,,96.9,,,63,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,32,5.7,0.24,,nymph V,,,,,,,93.1,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,16,18,0.48,,nymph V,,,,,,,81,,,15,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,20,10.6,0.56,,nymph V,,,,,,,94.7,,,53,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,24,6.5,0.27,,nymph V,,,,,,,100,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,28,4.5,0.14,,nymph V,,,,,,,93.9,,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,32,7.2,1.59,,nymph V,,,,,,,64.7,,,12,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,16,18,0.73,,nymph V,,,,,,,85.7,,,6,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,20,8.3,0.19,,nymph V,,,,,,,94.7,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,24,5.3,0.15,,nymph V,,,,,,,97.1,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,28,3.9,0.1,,nymph V,,,,,,,98.36,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,32,5.5,0.2,,nymph V,,,,,,,88.5,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,16,46.6,1.47,,nymphs_all,,,,,,,,,,11,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,20,26.1,0.43,,nymphs_all,,,,,,,,,,38,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,24,17.5,0.35,,nymphs_all,,,,,,,,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,28,11.5,0.15,,nymphs_all,,,,,,,,,,63,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,32,14.6,0.36,,nymphs_all,,,,,,,,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,16,49,0.9,,nymphs_all,,,,,,,,,,15,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,20,28.7,0.71,,nymphs_all,,,,,,,,,,53,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,24,16.3,0.37,,nymphs_all,,,,,,,,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,28,11.9,0.16,,nymphs_all,,,,,,,,,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,32,20.8,1.97,,nymphs_all,,,,,,,,,,12,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,16,44.5,0.9,,nymphs_all,,,,,,,,,,6,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,20,24.5,0.43,,nymphs_all,,,,,,,,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,24,15.2,0.26,,nymphs_all,,,,,,,,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,28,11.4,0.22,,nymphs_all,,,,,,,,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,32,15,0.44,,nymphs_all,,,,,,,,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,16,56.6,1.49,,total,,,,,,,9.3,,,11,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,20,31.7,0.68,,total,,,,,,,62.9,,,38,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,24,21.7,0.4,,total,,,,,,,76.5,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,28,15.5,0.15,,total,,,,,,,82.9,,,63,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,orange jasmin,32,18,0.38,,total,,,,,,,60,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,16,59.9,1.06,,total,,,,,,,37.8,,,15,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,20,34.7,0.72,,total,,,,,,,42.2,,,53,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,24,21.1,0.35,,total,,,,,,,53.6,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,28,15,0.16,,total,,,,,,,63.3,,,30,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,mandarin,32,23.8,1.88,,total,,,,,,,34.4,,,12,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,16,56.7,1.12,,total,,,,,,,18.2,,,6,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,20,31.2,0.48,,total,,,,,,,50.7,,,35,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,24,19.6,0.27,,total,,,,,,,54.8,,,32,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,28,14.6,0.22,,total,,,,,,,77,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,chung2006,kumquat,32,17.8,0.43,,total,,,,,,,52.9,,,42,lab,
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019a,volkamer,15,41.39,0.61,,nymphs_all,,,,,,,,,,90,lab,
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019a,volkamer,20,29.91,0.33,,nymphs_all,,,,,,,,,,113,lab,
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019a,volkamer,25,16.76,0.12,,nymphs_all,,,,,,,,,,94,lab,
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019a,volkamer,30,10.91,0.43,,nymphs_all,,,,,,,,,,34,lab,
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019a,volkamer,32,10.84,0.25,,nymphs_all,,,,,,,,,,33,lab,
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019a,volkamer,35,14.95,0.37,,nymphs_all,,,,,,,,,,39,lab,
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019b,volkamer,15,58.48,1.24,,nymphs_all,,,,,,,,,,59,lab,fluctuating
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019b,volkamer,20,30.95,0.37,,nymphs_all,,,,,,,,,,65,lab,fluctuating
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019b,volkamer,25,17.35,0.23,,nymphs_all,,,,,,,,,,82,lab,fluctuating
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019b,volkamer,30,11.7,0.21,,nymphs_all,,,,,,,,,,94,lab,fluctuating
